timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1497032429325,270,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,4034,229,10,10,267,0,0
1497032428843,770,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,55438,161,10,10,518,0,0
1497032429325,310,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,3881,189,10,10,310,0,0
1497032429432,381,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,3953,205,10,10,380,0,0
1497032429418,426,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,5585,193,10,10,426,0,0
1497032429446,425,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,4577,193,10,10,424,0,0
1497032429537,388,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,4883,151,10,10,387,0,0
1497032429576,350,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,3787,167,10,10,349,0,0
1497032429495,464,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,3928,199,10,10,464,0,81
1497032429576,390,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,11775,175,10,10,389,0,0
1497032429595,390,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,9446,175,10,10,390,0,0
1497032429613,376,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,4309,197,10,10,375,0,74
1497032429635,364,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,4046,237,10,10,364,0,0
1497032429871,300,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,4376,175,10,10,300,0,0
1497032429813,370,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,4392,181,10,10,366,0,72
1497032429926,297,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,5503,183,10,10,297,0,0
1497032429959,269,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,3776,165,10,10,268,0,0
1497032429967,360,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,4262,199,10,10,360,0,0
1497032429844,484,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,3925,203,10,10,484,0,72
1497032429925,403,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,3939,207,10,10,403,0,72
1497032429989,363,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,4011,225,10,10,361,0,0
1497032429999,363,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,3772,167,10,10,359,0,0
1497032430172,215,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,3980,179,10,10,214,0,0
1497032429986,414,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,3889,199,10,10,413,0,0
1497032430224,212,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,3888,195,10,10,211,0,0
1497032430228,391,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,5373,165,10,10,390,0,0
1497032430328,308,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,3743,159,10,10,308,0,0
1497032430183,459,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,3885,193,10,10,458,0,0
1497032430352,295,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,5687,189,10,10,295,0,0
1497032430401,249,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,3842,183,10,10,249,0,0
1497032430328,362,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,4736,209,10,10,360,0,0
