timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1496979002862,124,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3538,162,1,1,124,0,0
1496979002986,142,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,4427,147,1,1,141,0,0
1496979003129,130,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,4274,164,1,1,130,0,0
1496979003260,124,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5060,160,1,1,124,0,0
1496979003385,208,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5395,181,1,1,207,0,72
1496979003593,134,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3527,154,1,1,134,0,0
1496979003727,135,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,4322,165,1,1,133,0,0
1496979003863,123,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3509,153,1,1,122,0,0
1496979003986,141,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,12403,151,1,1,139,0,0
1496979004127,165,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,6653,154,1,1,165,0,0
1496979004292,134,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,13571,155,1,1,132,0,0
1496979004426,144,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5050,151,1,1,142,0,0
1496979004570,135,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3587,172,1,1,135,0,0
1496979004706,319,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,37680,151,1,1,172,0,0
1496979005025,137,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,9671,144,1,1,136,0,0
1496979005163,127,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3849,153,1,1,126,0,0
1496979005290,146,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,11021,170,1,1,145,0,0
1496979005437,215,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5497,171,1,1,215,0,77
1496979005652,135,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,11494,146,1,1,133,0,0
1496979005788,150,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5044,151,1,1,150,0,0
1496979005939,386,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,30189,152,1,1,230,0,0
1496979006326,141,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5510,162,1,1,140,0,0
